statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Honesty is always the best policy.,0,Whether honesty is always best is a subjective value claim.,4,0,Honesty norms are social conventions.,4,1,"It is plain language, though its aphoristic form borders on figurative.",2,0,It is a moral rule about how one should behave.,4,1,It states a belief directly without logical derivation.,3,0,"It generalizes over all situations, an abstraction beyond experience.",4,This is a familiar moral maxim many treat as common sense.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Nationalism is a dangerous ideology.,0,Calling nationalism dangerous is a subjective evaluative claim.,4,0,Nationalism is a socially constructed ideology.,4,1,It is plain literal wording.,4,0,"It is a judgment about a belief system, not an empirical law.",4,1,It directly asserts a belief rather than reasoning to a conclusion.,3,0,"Ideology evaluation is abstract, not from everyday encounters.",4,"A common sentiment about political ideology, inherently judgmental.","['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Everyone deserves equal respect regardless of their job.,0,It is a moral stance that cannot be objectively proven.,4,0,Respect and jobs are social constructs.,4,1,"It uses plain, direct language.",4,0,It prescribes how people should treat others.,4,1,"It directly states a belief, not a logical conclusion.",3,0,"It states a general principle about respect, abstracted beyond daily interactions.",4,A moral view about equality many regard as common sense.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Social media has made society more divided.,0,The judgment that society is more divided is subjective and contested.,4,0,Social media and division are social phenomena.,4,1,It is plain literal language.,4,0,"It reflects a judgment about social health, a normative assessment.",3,1,It asserts an observation about the world directly.,4,0,Societal division from social media is a broad abstraction.,4,A widely expressed view about technology's social effects.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Wealthy nations have a moral duty to help poor nations.,0,Moral duties of this kind cannot be objectively demonstrated.,4,0,Nations and duties are human social constructs.,4,1,It is stated plainly without figurative language.,4,0,It prescribes what nations ought to do.,4,1,It states a belief directly rather than deriving it logically.,3,0,Global justice duties are abstract principles.,4,A common ethical stance on global justice.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Voting should be mandatory for all adults.,0,Whether voting should be mandatory is a contested policy opinion.,4,0,Voting obligations are social conventions.,4,1,It is plain literal wording.,4,0,It prescribes a rule for civic behavior.,4,1,It asserts a rule directly without reasoning from premises.,3,0,Mandatory voting is a general policy principle.,4,A civic norm some hold as common sense.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Fame usually makes people less happy.,0,Happiness judgments about fame are subjective and not objectively decidable.,4,0,Fame is a socially constructed status.,4,1,It is plain literal language.,4,0,It reflects a belief about value and well-being rather than a natural law.,3,1,"It is a direct assertion about the world, not a logical derivation.",4,0,Generalizing fame's effect on happiness goes beyond everyday experience.,4,A common intuition about celebrity and well-being.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Higher education should be free for everyone.,0,"It is a subjective policy preference, not demonstrable fact.",4,0,Education funding is a social convention.,4,1,It uses plain direct language.,4,0,It prescribes what should be provided socially.,4,1,"It directly states a belief, not a reasoned conclusion.",3,0,It is a general policy claim about an entire system.,4,A widely debated policy stance reflecting values.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Cultural traditions deserve to be preserved even when inconvenient.,0,Whether traditions deserve preservation is a subjective value judgment.,4,0,Cultural traditions are social constructs.,4,1,It is plain literal wording.,4,0,It expresses what ought to be valued socially.,4,1,It states a belief directly without logical derivation.,3,0,Preservation of traditions is a broad abstract principle.,4,A common value judgment about heritage.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Luck plays a bigger role in success than talent.,0,Weighing luck versus talent is inherently subjective.,4,0,"Success, luck and talent are social evaluative concepts.",3,1,It is plain literal language.,4,0,"It is a belief about merit and value, not a natural regularity.",3,1,"It asserts a belief directly, not a combined inference.",4,0,Comparing luck and talent across success is an abstract generalization.,4,"A common intuition about success, undecidable objectively.","['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Forgiveness is better than revenge.,0,Comparing moral worth of forgiveness and revenge is subjective.,4,0,Forgiveness and revenge are social-moral concepts.,4,1,"It is plain literal language, though aphoristic in feel.",3,0,It is a moral judgment about how one should act.,4,1,It states a belief directly without reasoning steps.,3,0,It abstractly compares moral responses beyond specific cases.,4,A widely shared moral intuition.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
Income inequality is morally unacceptable.,0,Moral unacceptability of inequality is a subjective judgment.,4,0,Income and inequality are socially constructed measures.,4,1,It is stated plainly and literally.,4,0,It expresses a value judgment about economic arrangements.,4,1,It directly asserts a moral belief rather than deriving it.,3,0,It is a general principle about economic systems.,4,A common ethical stance on economic fairness.,"['opinion', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",z-ai/glm-5.3
