country,participant,slot,statementId,initial_n,R_i,statement
Egypt,23,9,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,23,10,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,23,11,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,23,12,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,23,13,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,23,14,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,23,15,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,24,1,9988,1,127,"Music is a universal language, speaking to hearts across cultural divides."
Egypt,24,2,10008,1,127,"Opinions on supplements can differ wildly, lacking consistent scientific support."
Egypt,24,3,10051,1,127,"Solar panels convert sunlight into energy, demonstrating technological applications of scientific principles."
Egypt,24,4,9765,0,128,"Valleys are Earth's embraces, cradling life amidst towering peaks."
Egypt,24,5,9768,0,128,Values illuminate paths like stars guiding moral compasses on dark nights.
Egypt,24,6,9838,0,128,Cultural identity evolves based on shared history and collective memory.
Egypt,24,7,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,24,8,9982,1,128,Mechanical advantage allows simple machines to make work easier and more efficient.
Egypt,24,9,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,24,10,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,24,11,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,24,12,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,24,13,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,24,14,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,24,15,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,25,1,9988,1,127,"Music is a universal language, speaking to hearts across cultural divides."
Egypt,25,2,10008,1,127,"Opinions on supplements can differ wildly, lacking consistent scientific support."
Egypt,25,3,10051,1,127,"Solar panels convert sunlight into energy, demonstrating technological applications of scientific principles."
Egypt,25,4,9765,0,128,"Valleys are Earth's embraces, cradling life amidst towering peaks."
Egypt,25,5,9768,0,128,Values illuminate paths like stars guiding moral compasses on dark nights.
Egypt,25,6,9838,0,128,Cultural identity evolves based on shared history and collective memory.
Egypt,25,7,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,25,8,9982,1,128,Mechanical advantage allows simple machines to make work easier and more efficient.
Egypt,25,9,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,25,10,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,25,11,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,25,12,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,25,13,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,25,14,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,25,15,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,26,1,9988,1,127,"Music is a universal language, speaking to hearts across cultural divides."
Egypt,26,2,10008,1,127,"Opinions on supplements can differ wildly, lacking consistent scientific support."
Egypt,26,3,10051,1,127,"Solar panels convert sunlight into energy, demonstrating technological applications of scientific principles."
Egypt,26,4,9765,0,128,"Valleys are Earth's embraces, cradling life amidst towering peaks."
Egypt,26,5,9768,0,128,Values illuminate paths like stars guiding moral compasses on dark nights.
Egypt,26,6,9838,0,128,Cultural identity evolves based on shared history and collective memory.
Egypt,26,7,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,26,8,9982,1,128,Mechanical advantage allows simple machines to make work easier and more efficient.
Egypt,26,9,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,26,10,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,26,11,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,26,12,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,26,13,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,26,14,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,26,15,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,27,1,10051,1,127,"Solar panels convert sunlight into energy, demonstrating technological applications of scientific principles."
Egypt,27,2,9765,0,128,"Valleys are Earth's embraces, cradling life amidst towering peaks."
Egypt,27,3,9768,0,128,Values illuminate paths like stars guiding moral compasses on dark nights.
Egypt,27,4,9838,0,128,Cultural identity evolves based on shared history and collective memory.
Egypt,27,5,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,27,6,9982,1,128,Mechanical advantage allows simple machines to make work easier and more efficient.
Egypt,27,7,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,27,8,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,27,9,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,27,10,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,27,11,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,27,12,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,27,13,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,27,14,9890,1,134,Foreshadowing in literature refers to hints about future events in a storyline.
Egypt,27,15,9795,0,135,A stitch in time saves nine; prevention is worth more than repair.
Egypt,28,1,9765,0,128,"Valleys are Earth's embraces, cradling life amidst towering peaks."
Egypt,28,2,9768,0,128,Values illuminate paths like stars guiding moral compasses on dark nights.
Egypt,28,3,9838,0,128,Cultural identity evolves based on shared history and collective memory.
Egypt,28,4,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,28,5,9982,1,128,Mechanical advantage allows simple machines to make work easier and more efficient.
Egypt,28,6,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,28,7,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,28,8,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,28,9,10019,1,129,Philosophical inquiry encourages deep thinking about existence and knowledge.
Egypt,28,10,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,28,11,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,28,12,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,28,13,9890,1,134,Foreshadowing in literature refers to hints about future events in a storyline.
Egypt,28,14,9795,0,135,A stitch in time saves nine; prevention is worth more than repair.
Egypt,28,15,9595,1,136,Religious music evokes neural responses similar to those in other auditory stimuli.
Egypt,29,1,9857,0,128,"Electricity flows through conductors, demonstrating principles of physics and engineering."
Egypt,29,2,10002,0,128,Objects in motion tend to stay in motion unless acted upon by a force.
Egypt,29,3,10048,0,128,Soil erosion occurs when wind or water wear away the land's surface.
Egypt,29,4,10010,0,129,"Oxygen is essential for combustion, supporting life and energy production."
Egypt,29,5,10029,0,129,Rainfall patterns can vary significantly across different regions of the globe.
Egypt,29,6,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,29,7,9787,1,132,A chain is only as strong as its weakest link in society.
Egypt,29,8,9890,1,134,Foreshadowing in literature refers to hints about future events in a storyline.
Egypt,29,9,9795,0,135,A stitch in time saves nine; prevention is worth more than repair.
Egypt,29,10,9595,1,136,Religious music evokes neural responses similar to those in other auditory stimuli.
Egypt,29,11,8950,1,138,Figurative art represents human forms.
Egypt,29,12,9698,0,138,The Pythagorean theorem relates to right-angled triangles.
Egypt,29,13,8920,0,141,Hunger is the best sauce.
Egypt,29,14,8969,0,141,Painting captures moments in time.
Egypt,29,15,9260,1,141,Diplomacy is the art of weaving peace from threads of discord.
Egypt,30,1,9798,0,130,Algorithmic trading utilizes mathematics and technology for investment strategies.
Egypt,30,2,9890,1,134,Foreshadowing in literature refers to hints about future events in a storyline.
Egypt,30,3,9795,0,135,A stitch in time saves nine; prevention is worth more than repair.
Egypt,30,4,9595,1,136,Religious music evokes neural responses similar to those in other auditory stimuli.
Egypt,30,5,8950,1,138,Figurative art represents human forms.
Egypt,30,6,9698,0,138,The Pythagorean theorem relates to right-angled triangles.
Egypt,30,7,8920,0,141,Hunger is the best sauce.
Egypt,30,8,8969,0,141,Painting captures moments in time.
Egypt,30,9,9260,1,141,Diplomacy is the art of weaving peace from threads of discord.
Egypt,30,10,9723,1,141,The periodic table is the alphabet of elemental interactions.
Egypt,30,11,8890,0,142,Shaking hands is a common greeting.
Egypt,30,12,10087,1,142,The principle of supply and demand guides economic interactions in markets.
Egypt,30,13,8927,0,143,Helping others is a noble act.
Egypt,30,14,9117,0,144,Algebra is the language translating reality into abstract whispers.
Egypt,30,15,9149,0,144,Adequate rest is the silent ally in fitness’s unyielding marathon.
