statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Cats are cuter than lizards.,0,Cuteness is subjective and cannot be objectively proven. Confidence: 4.,4,1,Animals and their physical appearances are biological entities. Confidence: 4.,4,1,The statement is straightforward without metaphor or exaggeration. Confidence: 4.,4,1,"It refers to observable physical traits of animals, not social norms. Confidence: 3.",3,1,"It is an observation about animal appearance, not a logical conclusion. Confidence: 4.",4,1,Many people see cats and lizards in everyday settings. Confidence: 3.,3,People commonly form aesthetic preferences about animals they encounter.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The mountains look prettier in autumn.,0,Whether they look prettier is a subjective aesthetic judgment. Confidence: 4.,4,1,Mountains and seasonal foliage changes are physical/biological phenomena. Confidence: 4.,4,1,The statement plainly describes visual appearance without figurative language. Confidence: 4.,4,1,"It refers to observable seasonal changes in foliage, not social rules. Confidence: 3.",3,1,"It is an observation about visual appearance, not a logical deduction. Confidence: 4.",4,1,Seeing mountains change color across seasons is a common experience. Confidence: 4.,4,People commonly observe seasonal changes in landscape colors and form aesthetic judgments.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Home-cooked food tastes better than fast food.,0,Taste preference is inherently subjective and cannot be objectively proven. Confidence: 4.,4,1,Taste involves chemical and biological processes in food and perception. Confidence: 3.,3,1,The statement means exactly what it says without figurative language. Confidence: 4.,4,1,"It refers to the sensory experience of eating food, not a social norm. Confidence: 3.",3,1,"It is an observation about taste, not a logical inference. Confidence: 4.",4,1,Eating home-cooked meals and fast food is a common daily experience. Confidence: 4.,4,People commonly compare the taste of different food sources in daily eating.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The river looks more peaceful in the morning.,0,Whether it looks more peaceful is a subjective perception. Confidence: 4.,4,1,"Rivers, water flow, and light conditions are physical phenomena. Confidence: 4.",4,1,The language is plain and descriptive without metaphor. Confidence: 3.,3,1,"It refers to observable conditions of a river, not social conventions. Confidence: 3.",3,1,"It is an observation about the river's appearance, not a logical deduction. Confidence: 4.",4,1,Seeing a river at different times of day is an ordinary experience. Confidence: 4.,4,People commonly observe natural scenes at different times and form impressions.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Puppies are more adorable than adult dogs.,0,Adorableness is subjective and cannot be objectively measured. Confidence: 4.,4,1,Animals and their physical development are biological phenomena. Confidence: 4.,4,1,The statement is plain and direct without figurative meaning. Confidence: 4.,4,1,"It refers to observable physical traits of animals at different ages, not social norms. Confidence: 3.",3,1,"It is an observation about animal appearance, not a reasoned conclusion. Confidence: 4.",4,1,Seeing puppies and adult dogs is a common everyday experience. Confidence: 4.,4,People commonly perceive young animals as cuter based on everyday observation.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The stars look brighter in the countryside.,0,"While light pollution is measurable, the perception of looking brighter has a subjective element. Confidence: 3.",3,1,"Stars, light pollution, and atmospheric conditions are physical phenomena. Confidence: 4.",4,1,The statement plainly describes visual appearance without metaphor. Confidence: 4.,4,1,"It refers to observable light conditions and star visibility, not social rules. Confidence: 4.",4,1,"It is an observation about visual appearance, not a logical deduction. Confidence: 4.",4,1,Looking at the night sky in different locations is a common experience. Confidence: 4.,4,People commonly notice differences in night sky visibility between locations.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Autumn leaves smell nicer than spring flowers.,0,Which smells nicer is inherently subjective. Confidence: 4.,4,1,"Scents come from chemical compounds in plants, a biological/chemical phenomenon. Confidence: 4.",4,1,The statement uses plain language without figurative meaning. Confidence: 4.,4,1,"It refers to observable natural scents, not social norms. Confidence: 3.",3,1,"It is a sensory observation, not a logical inference. Confidence: 4.",4,1,Encountering leaves and flowers in different seasons is an ordinary experience. Confidence: 4.,4,People commonly notice and compare natural scents across seasons.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The ocean sounds more calming at sunset.,0,Whether it sounds more calming is a subjective judgment. Confidence: 4.,4,1,Ocean waves and sound are physical phenomena. Confidence: 4.,4,1,The statement is plain and descriptive without metaphor. Confidence: 3.,3,1,"It refers to observable sound and light conditions at the ocean, not social norms. Confidence: 3.",3,1,"It is an observation about sensory experience, not a logical deduction. Confidence: 4.",4,1,Visiting the ocean and hearing waves is a common experience. Confidence: 4.,4,People commonly experience and judge the sound of the ocean at different times.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Snow looks prettier than rain falling.,0,Whether snow looks prettier is a subjective aesthetic judgment. Confidence: 4.,4,1,Snow and rain are physical meteorological phenomena. Confidence: 4.,4,1,The language is plain and direct without figurative meaning. Confidence: 4.,4,1,"It refers to observable weather phenomena, not social conventions. Confidence: 4.",4,1,"It is a visual observation, not a logical inference. Confidence: 4.",4,1,Seeing snow and rain is a common everyday experience. Confidence: 4.,4,People commonly observe and form aesthetic preferences about different types of precipitation.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Freshly cut grass smells better than weeds.,0,Which smells better is inherently subjective. Confidence: 4.,4,1,Plant scents are chemical/biological phenomena. Confidence: 4.,4,1,The statement plainly describes a scent comparison. Confidence: 4.,4,1,"It refers to observable scents from plants, not social norms. Confidence: 4.",4,1,"It is a sensory observation, not a logical deduction. Confidence: 4.",4,1,Encountering grass and weeds outdoors is a common experience. Confidence: 4.,4,People commonly notice and compare plant scents during outdoor activities.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The lake feels calmer in early morning.,0,"While wind can be measured, the perception of calmness has a subjective element. Confidence: 3.",3,1,Water surface conditions and wind are physical phenomena. Confidence: 4.,4,1,The statement plainly describes a physical observation. Confidence: 4.,4,1,"It refers to observable water and wind conditions, not social norms. Confidence: 4.",4,1,"It is an observation about physical conditions, not a logical inference. Confidence: 4.",4,1,Seeing a lake at different times is an ordinary experience. Confidence: 4.,4,People commonly observe water conditions changing throughout the day.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Birdsong sounds more pleasant than traffic noise.,0,Whether one sound is more pleasant is subjective. Confidence: 4.,4,1,Sound waves from birds and vehicles are physical phenomena. Confidence: 4.,4,1,The statement plainly compares two sounds without figurative language. Confidence: 4.,4,1,"It refers to observable sounds in the environment, not social norms. Confidence: 4.",4,1,"It is a sensory observation, not a logical deduction. Confidence: 4.",4,1,Hearing birds and traffic is a common daily experience. Confidence: 4.,4,People commonly compare natural and urban sounds in their environment.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
